,Gender,Age,Annual Income (k),Spending Score (1-100),Email
3056,1,65.0,1112.0,52.0,legros.simone@yahoo.com
3057,1,19.0,63.0,54.0,lemke.libbie@heller.com
3058,1,38.0,64.0,42.0,chaim.kling@conroy.com
3059,1,19.0,900.0,46.0,cgorczany@quigley.biz
3060,1,18.0,65.0,48.0,ebony65@hilpert.info
3061,1,19.0,65.0,50.0,lrice@mitchell.info
3062,1,32.0,678.0,43.0,coralie24@yahoo.com
3063,1,49.0,65.0,59.0,swift.erik@yahoo.com
3064,1,51.0,67.0,43.0,mcclure.candido@heaney.com
3065,1,50.0,67.0,57.0,rowena26@howell.com
3066,1,27.0,67.0,56.0,eluettgen@hotmail.com
3067,1,38.0,67.0,55.0,lehner.rubye@fay.net
3068,1,40.0,69.0,58.0,flavie.oconnell@yahoo.com
3069,1,39.0,69.0,91.0,ghintz@johnston.info
3070,1,23.0,70.0,29.0,maxwell.berge@yahoo.com
3071,1,31.0,70.0,77.0,paige41@abbott.org
3072,1,43.0,71.0,35.0,crona.reyna@johnson.com
3073,1,40.0,71.0,95.0,kjacobs@hotmail.com
3075,1,38.0,71.0,75.0,dolores.ratke@hotmail.com
3077,1,39.0,71.0,75.0,kaley35@mcglynn.net
3078,1,25.0,72.0,34.0,leda.dooley@yahoo.com
3079,1,31.0,72.0,71.0,bernhard.freddie@kshlerin.org
3081,1,29.0,73.0,88.0,koepp.shanna@wisoky.com
3083,1,32.0,890.0,73.0,vladimir22@hessel.org
3085,1,35.0,74.0,72.0,autumn.oreilly@yahoo.com
3087,1,32.0,61.0,93.0,dare.maximillian@gmail.com
3088,1,28.0,76.0,40.0,carter.johathan@gmail.com
3089,1,32.0,1000.0,87.0,corkery.camron@rowe.com
3091,1,28.0,77.0,97.0,swalsh@thiel.org
3092,1,48.0,77.0,36.0,rsawayn@yahoo.com
3093,1,32.0,77.0,56.0,nat06@yahoo.com
3094,1,34.0,78.0,22.0,kathryn.leuschke@gmail.com
3095,1,34.0,78.0,90.0,ymccullough@yahoo.com
3097,1,39.0,78.0,88.0,waters.alfred@hotmail.com
3099,1,38.0,78.0,76.0,gabriella60@swaniawski.com
3102,1,37.0,78.0,55.0,beier.bernhard@gmail.com
3103,1,30.0,78.0,78.0,schowalter.eliezer@reynolds.com
3105,1,30.0,78.0,73.0,xjacobi@yahoo.com
3106,1,29.0,137.0,39.0,kevin.roberts@gmail.com
3110,1,31.0,45.0,40.0,mlittle@ferry.com
3117,1,35.0,190.0,56.0,bill49@simonis.com
3123,1,20.0,21.0,66.0,katelyn.weimann@ruecker.com
3124,1,52.0,34.0,29.0,nmiller@langosh.info
3125,1,35.0,23.0,98.0,nienow.marlen@gmail.com
3126,1,32.0,23.0,35.0,zulauf.oda@okeefe.biz
3127,1,25.0,24.0,73.0,aurelie.maggio@spinka.com
3129,1,31.0,25.0,34.0,bmitchell@terry.com
3131,1,29.0,28.0,82.0,michael14@bruen.org
3132,1,45.0,28.0,32.0,beverly.strosin@walker.biz
3133,1,35.0,28.0,61.0,ramiro45@yahoo.com
3134,1,40.0,28.0,31.0,mercedes.hettinger@gmail.com
3135,1,23.0,24.0,87.0,murray.parker@deckow.com
3137,1,21.0,30.0,73.0,katharina26@hotmail.com
3139,1,18.0,33.0,92.0,schmidt.ashley@becker.com
3141,1,21.0,33.0,81.0,emacejkovic@leffler.com
3143,1,30.0,34.0,73.0,kaden15@hotmail.com
3144,1,36.0,34.0,90.0,davis.dolores@hotmail.com
3145,1,20.0,456.0,75.0,ppollich@kutch.com
3146,1,65.0,23.0,35.0,aron34@gmail.com
3147,1,24.0,38.0,92.0,ehill@gaylord.com
3148,1,48.0,38.0,36.0,ylabadie@brakus.com
3149,1,45.0,39.0,61.0,leslie30@yahoo.com
3151,1,24.0,567.0,65.0,saul.quigley@muller.com
3152,1,50.0,39.0,55.0,jake.heaney@dibbert.com
3154,1,29.0,40.0,42.0,iliana44@yahoo.com
3155,1,31.0,40.0,42.0,robel.landen@yahoo.com
3156,1,49.0,40.0,52.0,bjacobi@mayert.biz
3157,1,33.0,45.0,60.0,ithiel@rogahn.com
3158,1,31.0,42.0,54.0,lindgren.gregoria@gmail.com
3159,1,59.0,43.0,60.0,nanderson@pollich.com
3160,1,50.0,900.0,45.0,vkirlin@gmail.com
3161,1,47.0,43.0,41.0,lynch.germaine@gmail.com
3162,1,32.0,43.0,50.0,rosalyn.harris@gorczany.com
3163,1,69.0,44.0,46.0,jcassin@stamm.com
3164,1,56.0,44.0,51.0,layne44@gmail.com
3165,1,53.0,46.0,46.0,johnson79@okon.org
3166,1,70.0,500.0,56.0,laney.hoeger@yahoo.com
3167,1,19.0,46.0,55.0,gutkowski.katrine@yahoo.com
3168,1,67.0,46.0,52.0,turner79@yahoo.com
3169,1,19.0,344.0,59.0,constantin.sporer@gmail.com
3170,1,63.0,47.0,51.0,homenick.kaylee@nader.com
3171,1,18.0,55.0,59.0,thelma96@gmail.com
3172,1,43.0,48.0,50.0,cara.pfeffer@waters.com
3173,1,68.0,48.0,48.0,delia.will@yahoo.com
3174,1,19.0,48.0,59.0,iupton@hotmail.com
3175,1,32.0,1234.0,47.0,rdouglas@cummerata.com
3176,1,32.0,48.0,55.0,jerdman@schumm.com
3177,1,47.0,49.0,42.0,amalia.nolan@hotmail.com
3178,1,60.0,661.0,49.0,charles.kunze@ledner.net
3179,1,60.0,50.0,56.0,valentine.bednar@gmail.com
3180,1,59.0,50.0,47.0,melba.bogisich@yahoo.com
3181,1,26.0,54.0,54.0,rahul42@yahoo.com
3182,1,67.0,54.0,53.0,ggerlach@nolan.info
3183,1,40.0,54.0,48.0,ssimonis@yahoo.com
3184,1,23.0,54.0,52.0,zeffertz@mohr.org
3185,1,49.0,54.0,42.0,rudolph92@gmail.com
3186,1,57.0,111.0,51.0,russel.bertha@yahoo.com
3187,1,38.0,54.0,55.0,vbernier@stehr.info
3188,1,67.0,54.0,50.0,murphy.dolores@zieme.info
3189,1,46.0,54.0,44.0,nick91@gmail.com
3190,1,21.0,54.0,57.0,dmann@gmail.com
3191,1,48.0,54.0,46.0,ziemann.waino@yahoo.com
3192,1,19.0,54.0,58.0,swalker@macejkovic.info
3193,1,22.0,222.0,55.0,clare.fritsch@yahoo.com
3195,1,50.0,58.0,46.0,green.cormier@yahoo.com
3196,1,68.0,58.0,55.0,bo.friesen@purdy.net
3197,1,18.0,59.0,41.0,ahauck@muller.com
3198,1,48.0,3334.0,49.0,sienna.mcglynn@cormier.biz
3199,1,40.0,60.0,40.0,chandler.stanton@yahoo.com
3200,1,32.0,60.0,42.0,ceffertz@wehner.com
3201,1,24.0,60.0,52.0,skuphal@mckenzie.net
3202,1,47.0,60.0,47.0,benton49@gmail.com
3203,1,27.0,60.0,50.0,pbosco@hotmail.com
3204,1,21.0,60.0,42.0,vdamore@dubuque.info
3205,1,20.0,61.0,49.0,prosacco.estell@jerde.org
3207,1,49.0,62.0,48.0,hyman28@hauck.com
3208,1,67.0,62.0,59.0,aniya10@leffler.net
3209,1,26.0,62.0,77.0,nreynolds@hotmail.com
3210,1,49.0,62.0,56.0,lupe23@cremin.org
3211,1,21.0,62.0,42.0,batz.myles@feeney.com
3212,1,20.0,62.0,50.0,bruen.aniyah@abbott.com
3213,1,56.0,54.0,46.0,qdach@runte.com
3214,1,68.0,63.0,43.0,oschuster@ullrich.info
3215,1,66.0,63.0,48.0,nienow.jermey@yahoo.com
3216,1,65.0,1000.0,52.0,gustave.mccullough@gusikowski.com
3217,1,19.0,63.0,54.0,hailie.weimann@fadel.com
3218,1,38.0,63.0,42.0,opfannerstill@turner.com
3219,1,19.0,64.0,46.0,adolf.reilly@hotmail.com
3220,1,18.0,234.0,48.0,qlockman@hotmail.com
3221,1,69.0,65.0,34.0,bailey.brandi@yahoo.com
3222,1,63.0,65.0,43.0,loma00@mraz.com
3223,1,49.0,65.0,59.0,bradtke.ransom@emmerich.com
3224,1,18.0,65.0,43.0,mariana79@walsh.info
3225,1,50.0,67.0,57.0,beahan.herbert@schmeler.net
3226,1,27.0,67.0,56.0,arthur37@brakus.com
3227,1,38.0,67.0,40.0,abbey65@jerde.com
3228,1,40.0,67.0,58.0,earlene73@bernier.com
3229,1,39.0,44.0,91.0,verna11@yahoo.com
3230,1,23.0,69.0,29.0,marina72@hammes.com
3231,1,23.0,1200.0,77.0,akreiger@bins.com
3232,1,43.0,70.0,35.0,rau.dexter@gmail.com
3233,1,40.0,71.0,23.0,harber.roslyn@yahoo.com
3235,1,56.0,71.0,75.0,lockman.jillian@gmail.com
3237,1,39.0,71.0,75.0,weston59@gmail.com
3238,1,25.0,99.0,34.0,beer.izaiah@hotmail.com
3239,1,31.0,72.0,71.0,witting.theodore@yahoo.com
3241,1,29.0,500.0,88.0,sophia.runolfsdottir@hotmail.com
3243,1,32.0,73.0,73.0,adams.antonietta@smitham.com
3245,1,35.0,74.0,72.0,wehner.reggie@ebert.org
3247,1,32.0,75.0,93.0,mitchell.sabina@waelchi.com
3248,1,28.0,75.0,40.0,colton07@hamill.info
3249,1,32.0,76.0,87.0,otromp@harris.com
3251,1,28.0,77.0,97.0,samara28@gmail.com
3252,1,22.0,234.0,36.0,magdalena.upton@collier.biz
3253,1,32.0,77.0,74.0,leopold63@willms.com
3254,1,34.0,77.0,22.0,oleta82@yahoo.com
3255,1,34.0,78.0,90.0,loren71@boyer.biz
3257,1,39.0,78.0,88.0,kconnelly@gmail.com
3259,1,38.0,78.0,76.0,dariana25@oconner.net
3261,1,27.0,78.0,50.0,kuhic.noemy@gmail.com
3263,1,30.0,78.0,78.0,janice61@yahoo.com
3265,1,30.0,78.0,73.0,joel46@yahoo.com
3266,1,56.0,78.0,35.0,nitzsche.madie@hotmail.com
3267,1,29.0,79.0,83.0,cosinski@gmail.com
3269,1,31.0,81.0,93.0,kassulke.blanche@hotmail.com
3270,1,50.0,81.0,26.0,ideckow@yahoo.com
3271,1,36.0,85.0,75.0,abagail23@wiegand.com
3273,1,44.0,1300.0,95.0,ustroman@conn.biz
3275,1,32.0,87.0,63.0,dzboncak@gmail.com
3277,1,28.0,87.0,75.0,dach.kristofer@heathcote.com
3279,1,36.0,87.0,92.0,breichert@jakubowski.com
3281,1,30.0,111.0,86.0,powlowski.roselyn@hudson.com
3283,1,27.0,88.0,69.0,upton.americo@yost.com
3285,1,35.0,345.0,90.0,marlen.kuhlman@hudson.biz
3286,1,37.0,93.0,32.0,barton40@hotmail.com
3287,1,32.0,97.0,86.0,kane95@hotmail.com
3289,1,29.0,98.0,88.0,charles81@willms.info
3290,1,41.0,98.0,50.0,monserrate23@predovic.info
3291,1,50.0,99.0,97.0,weimann.preston@gmail.com
3292,1,54.0,99.0,24.0,irving.romaguera@yahoo.com
3293,1,28.0,101.0,68.0,lbednar@gmail.com
3295,1,36.0,103.0,85.0,bethel08@yahoo.com
3296,1,34.0,103.0,23.0,cristal53@murray.com
3297,1,32.0,103.0,69.0,dennis.ullrich@klein.biz
3299,1,38.0,113.0,91.0,abradtke@lynch.net
3301,1,23.0,120.0,79.0,eva33@yahoo.com
3302,1,45.0,120.0,28.0,kathleen16@dickinson.com
3303,1,32.0,126.0,74.0,nader.cheyenne@hotmail.com
3305,1,59.0,450.0,83.0,zachariah90@yahoo.com
3306,1,59.0,137.0,83.0,finn62@bode.biz
3307,1,29.0,120.0,39.0,xrunte@quitzon.com
3311,1,31.0,130.0,40.0,silas89@bahringer.org
3316,1,30.0,777.0,72.0,modesta15@volkman.com
3323,1,53.0,21.0,35.0,vstoltenberg@gmail.com
3324,1,20.0,21.0,66.0,caleigh.hodkiewicz@moen.com
3325,1,52.0,23.0,29.0,lavonne.dietrich@gmail.com
3326,1,35.0,23.0,98.0,watsica.andreane@yahoo.com
3327,1,31.0,24.0,35.0,jeanie88@spencer.com
3328,1,25.0,66.0,73.0,trowe@berge.com
3330,1,31.0,25.0,73.0,schmidt.georgette@hotmail.com
3332,1,29.0,28.0,82.0,kkoss@krajcik.com
3333,1,45.0,28.0,32.0,darron12@yahoo.com
3334,1,35.0,88.0,50.0,ahessel@yahoo.com
3335,1,40.0,29.0,31.0,qrolfson@yahoo.com
3336,1,23.0,29.0,87.0,king35@lueilwitz.net
3338,1,21.0,30.0,73.0,felicity48@hotmail.com
3340,1,18.0,33.0,92.0,spencer.kozey@koch.com
3342,1,21.0,33.0,81.0,michale28@schoen.info
3344,1,30.0,34.0,73.0,murray.spencer@gmail.com
3345,1,36.0,37.0,26.0,forrest.wolf@tremblay.info
3346,1,20.0,37.0,75.0,hauck.marcella@weissnat.com
3347,1,65.0,100.0,35.0,jay.kiehn@nader.org
3348,1,24.0,38.0,92.0,joannie.olson@yahoo.com
3349,1,48.0,39.0,36.0,amills@lakin.com
3350,1,45.0,39.0,61.0,doyle64@boehm.net
3351,1,21.0,39.0,28.0,atillman@ferry.com
3352,1,24.0,230.0,65.0,shawna.schaefer@stokes.com
3353,1,50.0,40.0,55.0,ngoodwin@yahoo.com
3354,1,27.0,40.0,47.0,veffertz@yahoo.com
3355,1,29.0,40.0,42.0,turcotte.kip@hotmail.com
3356,1,31.0,1100.0,42.0,schinner.vivian@gmail.com
3357,1,49.0,42.0,52.0,ollie96@rutherford.biz
3358,1,33.0,42.0,60.0,arno.gutmann@boyer.com
3359,1,31.0,43.0,54.0,schroeder.loren@berge.com
3360,1,59.0,43.0,60.0,qjacobs@waelchi.biz
3361,1,50.0,43.0,45.0,schroeder.jerel@kihn.com
3362,1,47.0,43.0,41.0,monserrate.veum@kuphal.com
3363,1,32.0,44.0,50.0,danny.effertz@hotmail.com
3364,1,69.0,450.0,46.0,christiansen.leora@hotmail.com
3365,1,56.0,46.0,51.0,dario86@schulist.com
3366,1,53.0,46.0,46.0,jcummings@yahoo.com
3367,1,70.0,46.0,56.0,price.nettie@gmail.com
3368,1,19.0,1234.0,55.0,alan.dooley@pacocha.org
3369,1,67.0,1000.0,52.0,ines.douglas@gmail.com
3370,1,19.0,47.0,59.0,jalon.rice@koss.org
3371,1,63.0,48.0,51.0,mlemke@yahoo.com
3372,1,18.0,48.0,59.0,pfannerstill.blanca@hodkiewicz.com
3373,1,43.0,48.0,50.0,reuben.schiller@eichmann.com
3374,1,68.0,48.0,48.0,ulises.jakubowski@trantow.com
3375,1,19.0,34.0,59.0,mcglynn.santos@yahoo.com
3376,1,32.0,48.0,47.0,lubowitz.coty@yahoo.com
3377,1,32.0,49.0,55.0,lambert.johnson@kris.net
3378,1,47.0,49.0,42.0,ischneider@yahoo.com
3379,1,60.0,50.0,49.0,fbuckridge@ryan.info
3380,1,60.0,111.0,56.0,golden02@hotmail.com
3381,1,59.0,54.0,47.0,schamberger.jasper@gmail.com
3382,1,26.0,54.0,54.0,howard.gerhold@yahoo.com
3383,1,67.0,54.0,53.0,hilpert.eleanore@hotmail.com
3384,1,40.0,456.0,48.0,egraham@franecki.com
3385,1,23.0,54.0,52.0,edmund70@yahoo.com
3386,1,49.0,54.0,42.0,orion46@schroeder.com
3387,1,57.0,54.0,51.0,iwilderman@langworth.com
3388,1,38.0,54.0,55.0,jacquelyn49@padberg.biz
3389,1,67.0,54.0,41.0,eda47@hotmail.com
3390,1,46.0,54.0,44.0,upouros@hayes.com
3391,1,21.0,54.0,57.0,schiller.ora@wisozk.org
3392,1,48.0,54.0,46.0,hillard.stokes@gmail.com
3393,1,19.0,678.0,58.0,rene.corwin@gmail.com
3394,1,22.0,57.0,55.0,oliver75@gmail.com
3395,1,34.0,58.0,60.0,lurline.weissnat@hotmail.com
3396,1,50.0,58.0,46.0,rachael71@gmail.com
3397,1,68.0,59.0,55.0,xjast@hotmail.com
3398,1,18.0,4322.0,41.0,orpha36@yahoo.com
3399,1,48.0,60.0,49.0,mosciski.antonina@tremblay.com
3400,1,40.0,60.0,40.0,tsporer@gmail.com
3401,1,32.0,60.0,42.0,corine.mitchell@mayer.com
3402,1,24.0,60.0,52.0,scummerata@yahoo.com
3403,1,47.0,60.0,47.0,bauch.kyle@steuber.biz
3404,1,27.0,60.0,50.0,akessler@hotmail.com
3405,1,21.0,890.0,42.0,cleora.kuvalis@yahoo.com
3406,1,20.0,61.0,49.0,wolf.amie@gmail.com
3407,1,23.0,62.0,41.0,xheaney@willms.com
3408,1,49.0,62.0,48.0,blaze11@haag.org
3409,1,67.0,62.0,59.0,okuneva.eve@yahoo.com
3410,1,26.0,7890.0,55.0,xgerlach@mills.com
3411,1,49.0,62.0,56.0,kendra.haley@yahoo.com
3412,1,21.0,62.0,42.0,bradford.spencer@yahoo.com
3413,1,20.0,63.0,50.0,bessie.greenholt@goldner.info
3414,1,56.0,670.0,46.0,volkman.lou@haley.com
3415,1,68.0,63.0,43.0,cgutmann@yahoo.com
3416,1,66.0,63.0,48.0,lauretta54@stamm.com
3417,1,65.0,63.0,52.0,dbosco@hotmail.com
3418,1,19.0,63.0,54.0,chloe.schiller@hotmail.com
3419,1,38.0,64.0,42.0,lmorissette@lesch.com
3420,1,19.0,64.0,46.0,micah49@borer.com
3421,1,18.0,65.0,48.0,trey.turner@pollich.com
3422,1,69.0,65.0,50.0,blanda.derrick@kiehn.org
3423,1,63.0,1200.0,43.0,betty.mccullough@herman.net
3424,1,49.0,65.0,59.0,jshields@feeney.com
3425,1,18.0,67.0,43.0,connelly.brown@olson.com
3426,1,50.0,67.0,57.0,cummerata.lemuel@bosco.com
3427,1,27.0,67.0,56.0,agustin30@hudson.biz
3428,1,38.0,1167.0,40.0,langworth.astrid@yahoo.com
3429,1,40.0,69.0,58.0,ssmitham@gmail.com
3430,1,39.0,69.0,91.0,burdette.prosacco@feil.com
3431,1,32.0,70.0,29.0,mariano.deckow@gmail.com
3432,1,23.0,1234.0,77.0,ally.conn@west.com
3433,1,43.0,71.0,35.0,qfeil@graham.com
3434,1,40.0,71.0,95.0,dion56@schultz.org
3436,1,56.0,71.0,75.0,zdibbert@hotmail.com
3438,1,39.0,71.0,75.0,cwisozk@gutkowski.com
3439,1,25.0,72.0,34.0,ljacobson@yahoo.com
3440,1,31.0,72.0,71.0,growe@hotmail.com
3442,1,29.0,73.0,88.0,schowalter.alden@powlowski.com
3444,1,32.0,61.0,73.0,wuckert.lempi@gmail.com
3446,1,35.0,120.0,72.0,zstokes@gmail.com
3448,1,32.0,75.0,93.0,qmarks@hotmail.com
3449,1,28.0,76.0,40.0,payton.von@weissnat.net
3450,1,32.0,76.0,87.0,collin80@gmail.com
3452,1,28.0,123.0,97.0,kgrant@hartmann.net
3453,1,22.0,77.0,36.0,zakary83@reichert.info
3454,1,32.0,77.0,74.0,gmante@macejkovic.net
3455,1,34.0,78.0,22.0,bethel28@herzog.info
3456,1,34.0,78.0,90.0,jazmin.turcotte@casper.com
3458,1,39.0,780.0,88.0,skiles.jade@osinski.org
3460,1,38.0,78.0,76.0,efisher@yahoo.com
3462,1,27.0,78.0,89.0,lenora32@gmail.com
3464,1,30.0,78.0,78.0,thad.hilpert@yahoo.com
3466,1,30.0,78.0,73.0,emanuel37@yahoo.com
3467,1,56.0,79.0,35.0,goodwin.caden@gmail.com
3468,1,29.0,79.0,83.0,emmie07@yahoo.com
3470,1,31.0,56.0,93.0,kattie87@moen.org
3471,1,50.0,85.0,26.0,rowe.cesar@pagac.com
3472,1,36.0,85.0,75.0,bart84@dubuque.com
3474,1,44.0,86.0,95.0,dietrich.jensen@stehr.net
3475,1,36.0,87.0,27.0,toy.katlynn@yahoo.com
3476,1,32.0,666.0,63.0,xcollier@larson.com
3478,1,28.0,87.0,75.0,preichert@yahoo.com
3480,1,36.0,87.0,92.0,ewillms@nitzsche.com
3482,1,30.0,88.0,86.0,weissnat.jensen@kiehn.com
3484,1,27.0,88.0,69.0,belle.schamberger@hotmail.com
3486,1,35.0,93.0,90.0,andrew.schimmel@gmail.com
3487,1,37.0,97.0,32.0,bianka.boyer@hotmail.com
3488,1,32.0,987.0,86.0,sydney71@hotmail.com
3490,1,29.0,98.0,88.0,stiedemann.shaniya@champlin.com
3491,1,41.0,99.0,39.0,bernhard.stanford@langosh.biz
3492,1,50.0,99.0,97.0,derrick28@hotmail.com
3493,1,54.0,101.0,24.0,gkling@hotmail.com
3494,1,28.0,101.0,68.0,mariah10@hahn.com
3496,1,36.0,103.0,85.0,lwatsica@hotmail.com
3497,1,34.0,1030.0,23.0,bpacocha@yahoo.com
3498,1,32.0,103.0,69.0,nola.nienow@boyle.info
3500,1,38.0,113.0,91.0,steuber.troy@hotmail.com
3502,1,23.0,120.0,79.0,lmclaughlin@stroman.com
3503,1,45.0,126.0,28.0,ila.mayert@gmail.com
3504,1,32.0,126.0,74.0,anya77@ratke.biz
3506,1,59.0,137.0,83.0,kspinka@kilback.net
3510,1,23.0,45.0,77.0,jkeeling@gmail.com
3514,1,23.0,44.0,94.0,kayden21@schoen.com
3520,1,24.0,55.0,77.0,gpouros@gmail.com
3523,1,53.0,21.0,35.0,reichert.joshuah@nitzsche.org
3524,1,20.0,34.0,66.0,lolita.towne@gmail.com
3525,1,52.0,23.0,29.0,rocio34@hotmail.com
3526,1,35.0,23.0,98.0,mschimmel@gmail.com
3527,1,35.0,24.0,35.0,ledner.alexandre@yahoo.com
3528,1,25.0,24.0,73.0,bashirian.shania@bradtke.com
3530,1,31.0,25.0,73.0,mbuckridge@gmail.com
3531,1,39.0,28.0,78.0,elwin.pacocha@gmail.com
3532,1,29.0,28.0,82.0,uboyer@lang.info
3533,1,45.0,234.0,32.0,teagan45@considine.com
3534,1,35.0,28.0,61.0,giuseppe97@reynolds.com
3535,1,40.0,24.0,31.0,jody.jaskolski@hotmail.com
3536,1,23.0,234.0,87.0,fconroy@davis.com
3538,1,21.0,30.0,73.0,forn@gmail.com
3540,1,18.0,123.0,92.0,dixie06@ratke.biz
3542,1,21.0,55.0,81.0,geo.johnson@yahoo.com
3544,1,30.0,34.0,73.0,chester95@hayes.info
3545,1,36.0,37.0,26.0,pdonnelly@gusikowski.com
3546,1,20.0,23.0,75.0,jonas.thompson@hodkiewicz.com
3547,1,65.0,38.0,35.0,missouri.mckenzie@rolfson.info
3548,1,24.0,38.0,92.0,rondricka@kautzer.net
3549,1,48.0,39.0,36.0,wlittel@schneider.biz
3550,1,45.0,39.0,61.0,madisen18@yahoo.com
3551,1,49.0,33.0,28.0,carter.brooklyn@smith.info
3552,1,24.0,39.0,65.0,cicero.legros@gmail.com
3553,1,50.0,40.0,55.0,gerhold.lawrence@greenholt.com
3554,1,27.0,678.0,47.0,halvorson.wilber@russel.com
3555,1,29.0,40.0,42.0,gregorio79@hotmail.com
3556,1,31.0,40.0,42.0,eheidenreich@smith.org
3557,1,49.0,45.0,52.0,xsenger@hoppe.com
3558,1,33.0,42.0,60.0,jwolf@gmail.com
3559,1,31.0,43.0,54.0,charlotte.oconner@douglas.com
3560,1,59.0,43.0,60.0,cwelch@yahoo.com
3561,1,50.0,43.0,45.0,freda.vonrueden@hotmail.com
3562,1,47.0,43.0,41.0,carey.stoltenberg@hotmail.com
3563,1,32.0,44.0,50.0,dare.skylar@mraz.net
3564,1,69.0,44.0,46.0,margie50@dickinson.org
3565,1,27.0,46.0,51.0,bruen.unique@gmail.com
3566,1,53.0,1200.0,46.0,schoen.kendall@hotmail.com
3567,1,70.0,46.0,56.0,upton.maryam@mertz.com
3568,1,19.0,46.0,55.0,rschroeder@gmail.com
3569,1,67.0,444.0,52.0,mpouros@balistreri.com
3570,1,19.0,47.0,67.0,nohara@waelchi.com
3571,1,63.0,55.0,51.0,jeanie17@gmail.com
3572,1,18.0,48.0,59.0,olson.dakota@gmail.com
3573,1,43.0,48.0,50.0,parisian.lynn@gulgowski.org
3574,1,68.0,48.0,48.0,lakin.rosendo@hotmail.com
3575,1,19.0,1409.0,59.0,ansley39@toy.com
3576,1,32.0,48.0,47.0,jamison.gislason@gmail.com
3577,1,70.0,49.0,55.0,ashly78@hotmail.com
3578,1,47.0,123.0,42.0,sage.kulas@yahoo.com
3579,1,60.0,50.0,77.0,ozella64@yahoo.com
3580,1,60.0,50.0,56.0,grady.sydnee@gmail.com
3581,1,59.0,54.0,47.0,sipes.misael@halvorson.org
3582,1,26.0,54.0,30.0,krystel55@yahoo.com
3583,1,67.0,54.0,53.0,edwardo77@willms.com
3584,1,40.0,54.0,48.0,jaden.damore@yahoo.com
3585,1,23.0,54.0,52.0,qfarrell@hahn.com
3586,1,49.0,111.0,42.0,kbeier@lemke.com
3587,1,57.0,345.0,51.0,schuppe.myles@hotmail.com
3588,1,38.0,54.0,55.0,shintz@hotmail.com
3589,1,67.0,54.0,41.0,bahringer.adrain@klocko.com
3590,1,32.0,54.0,44.0,friesen.johnson@yahoo.com
3591,1,21.0,54.0,57.0,kuhn.adalberto@yahoo.com
3592,1,48.0,54.0,46.0,ujakubowski@yahoo.com
3593,1,45.0,222.0,58.0,rogahn.michelle@gmail.com
3594,1,22.0,57.0,55.0,maufderhar@bosco.info
3595,1,34.0,58.0,60.0,xsporer@yahoo.com
3596,1,50.0,5670.0,46.0,jordane.hegmann@herman.biz
3597,1,68.0,59.0,55.0,dgoyette@torp.com
3598,1,18.0,666.0,41.0,runolfsson.marlen@rohan.com
3599,1,48.0,60.0,49.0,ivandervort@gmail.com
3600,1,40.0,120.0,40.0,conroy.katlynn@schuster.org
3601,1,32.0,60.0,42.0,miller.blaze@rice.org
3602,1,24.0,60.0,52.0,velda.stoltenberg@stamm.com
3603,1,47.0,900.0,47.0,norbert33@cummerata.com
3604,1,27.0,60.0,50.0,pouros.gerardo@yahoo.com
3605,1,34.0,61.0,42.0,ularson@oberbrunner.com
3606,1,20.0,45.0,49.0,jed.kohler@feil.biz
3607,1,30.0,137.0,83.0,egislason@kirlin.com
3611,1,23.0,45.0,77.0,lawrence.lueilwitz@gmail.com
3615,1,23.0,44.0,94.0,prau@yahoo.com
3621,1,24.0,55.0,77.0,miller.retta@hotmail.com
3624,1,53.0,21.0,35.0,vadams@gmail.com
3625,1,20.0,34.0,66.0,gregory13@thiel.net
3626,1,52.0,23.0,29.0,kessler.jack@hotmail.com
3627,1,35.0,999.0,98.0,mellie40@skiles.com
3628,1,35.0,24.0,35.0,ppfannerstill@schultz.com
3629,1,25.0,24.0,73.0,kian39@hotmail.com
3631,1,31.0,25.0,73.0,kellie.bergnaum@huel.net
3633,1,29.0,28.0,82.0,sfeil@nicolas.info
3634,1,45.0,28.0,32.0,cyril.jakubowski@abernathy.org
3635,1,35.0,28.0,61.0,stanton06@gmail.com
3636,1,40.0,435.0,31.0,dangelo.bruen@boyer.com
3637,1,23.0,29.0,87.0,thalia.jaskolski@streich.com
3639,1,21.0,30.0,73.0,demetrius70@purdy.org
3641,1,18.0,123.0,92.0,mcglynn.layla@yahoo.com
3643,1,21.0,33.0,81.0,roderick.aufderhar@gmail.com
3645,1,30.0,34.0,73.0,gleason.monroe@willms.biz
3646,1,36.0,37.0,26.0,ignatius.oreilly@gmail.com
3647,1,20.0,23.0,75.0,gerhard.feest@hotmail.com
3648,1,65.0,222.0,35.0,kuhic.isabell@yahoo.com
3649,1,24.0,38.0,92.0,ptremblay@trantow.com
3650,1,48.0,39.0,36.0,foster.metz@hotmail.com
3651,1,45.0,39.0,61.0,katlynn.quitzon@grimes.com
3652,1,49.0,33.0,28.0,xwisozk@gmail.com
3653,1,24.0,39.0,65.0,hellen.streich@rodriguez.com
3654,1,50.0,670.0,55.0,stanton.elinor@gmail.com
3655,1,27.0,40.0,47.0,garnett74@hotmail.com
3656,1,29.0,40.0,42.0,creola.bernier@hotmail.com
3657,1,31.0,40.0,42.0,bmurazik@gottlieb.info
3658,1,49.0,45.0,52.0,catherine50@adams.com
3659,1,33.0,42.0,60.0,jfriesen@yahoo.com
3660,1,31.0,43.0,54.0,xbernier@marks.biz
3661,1,59.0,43.0,60.0,gardner.huel@beier.net
